plavisca_feature	reference_biotype	description	author_present	classification	evidence_basis
PVP01-0727300	protein_coding_gene	serine/threonine protein kinase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727400	protein_coding_gene	guanylate kinase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727500	protein_coding_gene	transcription initiation factor TFIID subunit 7%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727600	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727700	protein_coding_gene	RNA-binding protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0727900	protein_coding_gene	high molecular weight rhoptry protein 2	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728000	protein_coding_gene	CH domain-containing protein%2C putative	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0728100	protein_coding_gene	G2 protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728200	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728500	protein_coding_gene	procollagen lysine 5-dioxygenase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728600	protein_coding_gene	heptatricopeptide repeat-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728700	protein_coding_gene	leucine-rich repeat protein	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728800	protein_coding_gene	merozoite surface protein 1 paralog	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0728900	protein_coding_gene	merozoite surface protein 1	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729000	protein_coding_gene	zinc finger protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729100	protein_coding_gene	diacylglycerol kinase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729200	protein_coding_gene	peptidyl-prolyl cis-trans isomerase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729400	protein_coding_gene	regulator of chromosome condensation%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729500	protein_coding_gene	conserved Plasmodium protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0729600	protein_coding_gene	NifU-like protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729700	protein_coding_gene	elongation factor Tu%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729800	protein_coding_gene	nucleolar protein Nop52%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0729900	protein_coding_gene	selenoprotein 2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730000	protein_coding_gene	merozoite surface protein Pv50	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730100	protein_coding_gene	PUB domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730200	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730300	protein_coding_gene	conserved protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730400	protein_coding_gene	PIH1 domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730500	protein_coding_gene	proteasome subunit beta type-6%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730600	protein_coding_gene	adenylate kinase-like protein 2%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730700	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730800	protein_coding_gene	protein MAM3%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0730900	protein_coding_gene	profilin%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731000	protein_coding_gene	M18 aspartyl aminopeptidase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731100	protein_coding_gene	peptide chain release factor 1%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731200	protein_coding_gene	palmitoyltransferase DHHC6%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731300	protein_coding_gene	30S ribosomal protein S6%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731500	protein_coding_gene	importin alpha re-exporter%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731600	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731700	protein_coding_gene	CSTF domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731800	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0731900	protein_coding_gene	calcyclin-binding protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732000	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732100	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732200	protein_coding_gene	gamma-tubulin complex component%2C putative	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0732300	protein_coding_gene	mitochondrial-processing peptidase subunit beta%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732400	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732500	protein_coding_gene	tubulin delta chain%2C putative	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0732600	protein_coding_gene	Fip1 domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732700	protein_coding_gene	histidine--tRNA ligase%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732800	protein_coding_gene	TFIIH basal transcription factor complex helicase XPD subunit%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0732900	protein_coding_gene	conserved protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0733000	protein_coding_gene	ATP synthase-associated protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733100	protein_coding_gene	AP2 domain transcription factor%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733200	protein_coding_gene	V-type proton ATPase subunit E%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733400	protein_coding_gene	UBX domain-containing protein%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733500	protein_coding_gene	cAMP-dependent protein kinase catalytic subunit%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733600	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733700	protein_coding_gene	U2 small nuclear ribonucleoprotein B''%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733800	protein_coding_gene	protein kish%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0733900	protein_coding_gene	vacuolar protein sorting-associated protein 33%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734000	protein_coding_gene	phosphatidylinositol N-acetylglucosaminyltransferase subunit P%2C putative	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734100	protein_coding_gene	gametocyte development protein 1%2C putative	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0734200	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0734300	protein_coding_gene	conserved Plasmodium protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734400	protein_coding_gene	Plasmodium exported protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734500	protein_coding_gene	cytoadherence linked asexual protein 7	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734600	protein_coding_gene	Plasmodium exported protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734700	protein_coding_gene	hypothetical protein	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734800	protein_coding_gene	early transcribed membrane protein	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0734900	protein_coding_gene	Plasmodium exported protein (PHIST)%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0735000	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0735100	protein_coding_gene	Plasmodium exported protein%2C unknown function	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0735200	protein_coding_gene	Plasmodium exported protein%2C unknown function	TRUE	measured_and_present	Gene present in author RNA counts assay (Hep59.1.2.seu_20aug2025.rds); confirmed exact_string_match in author_matrix_validation/author_gene_mapping.tsv.
PVP01-0735300	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
PVP01-0735400	protein_coding_gene	PIR protein	FALSE	not_part_of_author_reference	Feature IS protein_coding_gene (the author's own inclusion criterion) in PlasmoDB-68 (PlaViSca's GFF, scripts/ref/PlasmoDB-68_PvivaxP01.gff) but is absent from the author's 4722-gene matrix. The author's workflow used PlasmoDB-51 (audit/ruberto2022_1/ruberto_github_additional_file_1.Rmd L43: https://plasmodb.org/common/downloads/release-51/PvivaxP01/gff/data/PlasmoDB-51_PvivaxP01.gff), applying the identical protein_coding_gene filter to an older annotation release. Absence is therefore attributable to protein-coding gene-model annotation growth between PlasmoDB release 51 and release 68 (a documented, expected pattern for actively-curated non-falciparum PlasmoDB genomes), not to any author-side expression-based gene filtering (CreateSeuratObject() calls in additional_file_2.Rmd L62-65 use no min.cells/min.features gene-count threshold). This inference is evidence-based but NOT verified gene-by-gene against the actual PlasmoDB-51 GFF file (not available locally); classified as inferred structural absence, not biological zero.
